"date","permit_number","permit_type","status","address","short_notes",
"03/27/2020","20300-00273","Residential Misc Improvements-Repair","Application Submitted","7 N 9TH ST, KANSAS CITY KS 66101",,
"03/27/2020","20300-00272","Residential New Single Family","Expired","808 SPLITLOG AVE, KANSAS CITY KS 66101",,
"03/27/2020","20300-00271","Residential New Single Family","Expired","12428 CLUBHOUSE DR, KANSAS CITY KS 66109",,
"03/26/2020","20390-00336","Plumbing Residential","Issued","821 WAVERLY AVE, KANSAS CITY KS 66101",,
"03/26/2020","20390-00335","Plumbing Commercial","Expired","3400 ORVILLE AVE, KANSAS CITY KS 66102",,
"03/26/2020","20390-00334","Plumbing Residential","Issued","2318 N 81ST TER, KANSAS CITY 66109",,
"03/26/2020","20390-00333","Plumbing Commercial","Expired","4401 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/26/2020","20385-00213","Mechanical Residential","Issued","821 WAVERLY AVE, KANSAS CITY KS 66101",,
"03/26/2020","20385-00212","Mechanical Commercial","Expired","3400 ORVILLE AVE, KANSAS CITY KS 66102",,
"03/26/2020","20385-00211","Mechanical Commercial","Expired","150 S 78TH ST, KANSAS CITY KS 66111",,
"03/26/2020","20385-00210","Mechanical Commercial","Expired","2600 N 72ND ST, KANSAS CITY KS 66109",,
"03/26/2020","20385-00209","Mechanical Commercial","Expired","1429 S 29TH ST, KANSAS CITY KS 66106",,
"03/26/2020","20385-00208","Mechanical Commercial","Expired","2337 S 14TH ST, KANSAS CITY 66103",,
"03/26/2020","20381-00132","Gas Residential","Issued","1861 ARMSTRONG AVE, KANSAS CITY KS 66102",,
"03/26/2020","20380-00326","Electrical Residential","Expired","12343 PINEHURST DR, KANSAS CITY KS 66109",,
"03/26/2020","20380-00325","Electrical Residential","Issued","1923 N 29TH ST, KANSAS CITY KS 66104",,
"03/26/2020","20380-00324","Electrical Commercial","Expired","2211 S 55TH ST, KANSAS CITY KS 66106",,
"03/26/2020","20380-00323","Electrical Residential","Issued","1715 S 94TH ST, KANSAS CITY KS 66111",,
"03/26/2020","20300-00270","Residential New Single Family","Expired","10506 AUGUSTA DR, KANSAS CITY KS 66109",,
"03/25/2020","20390-00332","Plumbing Residential","Expired","1879 N 35TH ST, KANSAS CITY KS",,
"03/25/2020","20390-00331","Plumbing Residential","Expired","1880 N 35TH ST, KANSAS CITY KS",,
"03/25/2020","20390-00330","Plumbing Residential","Expired","1863 N 36TH ST, KANSAS CITY KS",,
"03/25/2020","20390-00329","Plumbing Residential","Expired","1869 N 36TH ST, KANSAS CITY KS",,
"03/25/2020","20390-00328","Plumbing Residential","Expired","1875 N 36TH ST, KANSAS CITY KS",,
"03/25/2020","20390-00327","Plumbing Residential","Expired","3062 N 31ST ST, KANSAS CITY KS 66104",,
"03/25/2020","20390-00326","Plumbing Residential","Expired","3060 N 31ST ST, KANSAS CITY KS 66104",,
"03/25/2020","20300-00269","Residential Misc Improvements-Repair","Expired","4449 RAINBOW BLVD, KANSAS CITY KS 66103",,
"03/24/2020","20390-00325","Plumbing Commercial","Issued","5525 KAW DR, KANSAS CITY KS 66106",,
"03/24/2020","20390-00324","Plumbing Commercial","Completed","667 S 55TH ST, KANSAS CITY KS 66106",,
"03/24/2020","20385-00207","Mechanical Commercial","Expired","6721 GRIFFIN RD, KANSAS CITY KS 66111",,
"03/24/2020","20380-00322","Electrical Residential","Issued","18 ROYAL DR, KANSAS CITY KS",,
"03/24/2020","20380-00321","Electrical Residential","Completed","6020 KANSAS AVE, LOT 1, KANSAS CITY KS 66111",,
"03/24/2020","20380-00320","Electrical Residential","Issued","9 ROYAL DR, KANSAS CITY KS",,
"03/23/2020","20390-00323","Plumbing Commercial","Expired","925 IVANDALE ST, KANSAS CITY KS 66101",,
"03/23/2020","20390-00322","Plumbing Commercial","Expired","2337 S 14TH ST, KANSAS CITY KS 66103",,
"03/23/2020","20390-00321","Plumbing Residential","Completed","5315 NEVA DR, KANSAS CITY KS 66104",,
"03/23/2020","20390-00320","Plumbing Residential","Expired","3121 N 131ST ST, KANSAS CITY KS",,
"03/23/2020","20390-00319","Plumbing Commercial","Expired","1429 S 29TH ST, KANSAS CITY KS 66106",,
"03/23/2020","20385-00206","Mechanical Residential","Expired","1927 S 31ST ST, KANSAS CITY KS 66106",,
"03/23/2020","20380-00319","Electrical Residential","Completed","923 N 61ST TER, KANSAS CITY KS 66102",,
"03/23/2020","20380-00318","Electrical Residential","Completed","40 ROYAL DR, KANSAS CITY KS",,
"03/23/2020","20380-00317","Electrical Commercial","Issued","7807 PARALLEL PKWY, KANSAS CITY KS 66112",,
"03/23/2020","20380-00316","Electrical Residential","Issued","4024 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/23/2020","20367-00100","Safe to Restore Electric",,"1512 RIVERVIEW AVE, KANSAS CITY KS 66102",,
"03/23/2020","20325-00048","Building Business Occupancy Commercial",,"2603 MERRIAM LN, KANSAS CITY KS 66106",,
"03/20/2020","20390-00318","Plumbing Residential","Expired","2928 N BETHANY ST, KANSAS CITY KS 66104",,
"03/20/2020","20385-00205","Mechanical Residential","Expired","2928 N BETHANY ST, KANSAS CITY KS 66104",,
"03/20/2020","20385-00204","Mechanical Residential","Inspections Completed","3917 NEBRASKA AVE, KANSAS CITY KS 66102",,
"03/20/2020","20385-00203","Mechanical Commercial","Expired","2140 S 88TH ST, KANSAS CITY KS 66111",,
"03/20/2020","20381-00131","Gas Commercial","CO Not Required","1500 N 78TH PL, APT 10, KANSAS CITY KS 66112",,
"03/20/2020","20380-00315","Electrical Residential","Issued","1865 S PYLE ST, KANSAS CITY KS 66103",,
"03/20/2020","20380-00314","Electrical Residential","Issued","8536 SANDUSKY AVE, KANSAS CITY KS 66112",,
"03/20/2020","20380-00313","Electrical Commercial","Expired","2140 S 88TH ST, KANSAS CITY KS 66111",,
"03/20/2020","20380-00312","Electrical Commercial","Expired","1847 VILLAGE WEST PKWY, SUITE K-117, KANSAS CITY KS 66111",,
"03/20/2020","20380-00311","Electrical Commercial","Expired","10770 PARALLEL PKWY, KANSAS CITY KS 66109",,
"03/20/2020","20380-00310","Electrical Residential","Issued","2221 N 54TH ST, KANSAS CITY KS 66104",,
"03/20/2020","20375-00020","Demolition Private Residential","Issued","12024 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"03/20/2020","20300-00268","Commercial Interior Remodel-Repair","Issued","3941 EVERETT AVE, -3979, KANSAS CITY KS 66102",,
"03/20/2020","20300-00267","Commercial Interior Remodel-Repair","Issued","3901 EVERETT AVE, -3939, KANSAS CITY KS 66102",,
"03/20/2020","20300-00266","Commercial Interior Remodel-Repair","Issued","1408 N 38 ST, -1410, KANSAS CITY KS 66102",,
"03/20/2020","20300-00265","Commercial Interior Remodel-Repair","Issued","1412 N 38 ST, -1414, KANSAS CITY KS 66102",,
"03/20/2020","20300-00264","Commercial Interior Remodel-Repair","Issued","1404 N 38 ST, -1406, KANSAS CITY KS 66102",,
"03/20/2020","20300-00263","Commercial Interior Remodel-Repair","Issued","1416 N 38 ST, -1418, KANSAS CITY KS 66102",,
"03/20/2020","20300-00262","Commercial Interior Remodel-Repair","Issued","1400 N 38 ST, KANSAS CITY KS 66102",,
"03/20/2020","20300-00261","Residential Misc Improvements-Repair","Expired","2928 N BETHANY ST, KANSAS CITY KS 66104",,
"03/20/2020","20300-00260","Residential Addition-Enlarge Footprint","Expired","1106 MIAMI AVE, KANSAS CITY KS 66105",,
"03/19/2020","20385-00202","Mechanical Residential","Expired","2815 N 20TH ST, 1/2, KANSAS CITY KS 66104",,
"03/19/2020","20385-00201","Mechanical Commercial","Expired","6433 STATE AVE, KANSAS CITY 66102",,
"03/19/2020","20385-00200","Mechanical Residential","Expired","3115 N 127TH TER, KANSAS CITY KS 66109",,
"03/19/2020","20385-00199","Mechanical Residential","Expired","3307 N 109TH TER, KANSAS CITY KS 66109",,
"03/19/2020","20385-00198","Mechanical Residential","Expired","4817 N 125TH ST, KANSAS CITY KS 66109",,
"03/19/2020","20385-00197","Mechanical Residential","Issued","1817 N 47TH ST, KANSAS CITY KS 66102",,
"03/19/2020","20381-00130","Gas Residential","Expired","807 CENTRAL AVE, KANSAS CITY KS 66101",,
"03/19/2020","20380-00309","Electrical Residential","Expired","3115 N 127TH TER, KANSAS CITY KS 66109",,
"03/19/2020","20380-00308","Electrical Residential","Issued","831 FREEMAN AVE, KANSAS CITY KS 66101",,
"03/19/2020","20380-00307","Electrical Residential","Expired","7 N 9TH ST, KANSAS CITY KS 66101",,
"03/19/2020","20380-00306","Electrical Residential","Issued","325 N 14TH ST, KANSAS CITY KS 66102",,
"03/19/2020","20380-00305","Electrical Residential","Expired","3834 S THOMPSON ST, KANSAS CITY KS 66103",,
"03/19/2020","20380-00304","Electrical Residential","Expired","2754 N 112TH ST, KANSAS CITY KS 66109",,
"03/19/2020","20380-00303","Electrical Residential","Issued","2748 N 112TH ST, KANSAS CITY KS 66109",,
"03/19/2020","20375-00019","Demolition Private Commercial","Issued","2601 PARK DR, KANSAS CITY KS 66102",,
"03/19/2020","20350-00061","Building/Contractor License/NA/NA","Active","20809 E 50, KANSAS CITY KS",,
"03/19/2020","20325-00047","Building Business Occupancy Commercial",,"3400 STRONG AVE, KANSAS CITY KS 66106",,
"03/19/2020","20300-00259","Residential Misc Improvements-Repair","Issued","3519 N 65TH ST, KANSAS CITY KS 66104",,
"03/19/2020","20300-00258","Residential Misc Improvements-Repair","Expired","2407 N 7TH ST, KANSAS CITY KS 66101",,
"03/18/2020","20390-00317","Plumbing Residential","Expired","3907 WASHINGTON AVE, KANSAS CITY KS 66102",,
"03/18/2020","20390-00316","Plumbing Residential","Issued","3036 N 32ND ST, KANSAS CITY KS 66104",,
"03/18/2020","20385-00196","Mechanical Residential","Expired","12415 MEADOW LN, KANSAS CITY KS 66109",,
"03/18/2020","20385-00195","Mechanical Residential","Expired","12701 SLOAN AVE, KANSAS CITY KS 66109",,
"03/18/2020","20381-00129","Gas Residential","Completed","1906 N 82ND ST, KANSAS CITY KS 66112",,
"03/18/2020","20381-00128","Gas Residential","Issued","2100 N 33RD ST, KANSAS CITY KS 66104",,
"03/18/2020","20380-00302","Electrical Residential","Expired","1927 S 31ST ST, KANSAS CITY KS 66106",,
"03/18/2020","20380-00301","Electrical Residential","Expired","3907 WASHINGTON AVE, KANSAS CITY KS 66102",,
"03/18/2020","20380-00300","Electrical Residential","Issued","1023 WAVERLY AVE, KANSAS CITY KS 66104",,
"03/18/2020","20367-00099","Safe to Restore Electric",,"2703 N TREMONT ST, KANSAS CITY KS 66101",,
"03/18/2020","20350-00060","Building/Contractor License/NA/NA","Active","32104 W 111, OLATHE KS",,
"03/18/2020","20350-00059","Building/Contractor License/NA/NA","Active","32104 W 111, OLATHE KS",,
"03/18/2020","20350-00058","Building/Contractor License/NA/NA","Active","32104 W 111, OLATHE KS",,
"03/18/2020","20350-00057","Building/Contractor License/NA/NA","Active","32104 W 111, OLATHE KS",,
"03/18/2020","20350-00056","Building/Contractor License/NA/NA","Active","2017 W 104, KANSAS CITY KS",,
"03/18/2020","20300-00257","DRC Occupancy Conversion","Expired","1818 N 13TH ST, KANSAS CITY KS 66104",,
"03/18/2020","20300-00256","Residential Misc Improvements-Repair","Expired","627 S MILL ST, KANSAS CITY KS 66105",,
"03/17/2020","20390-00315","Plumbing Residential","Expired","5142 FOREST AVE, KANSAS CITY KS 66106",,
"03/17/2020","20390-00314","Plumbing Residential","Expired","1522 VALLEY RD, KANSAS CITY KS 66102",,
"03/17/2020","20390-00313","Plumbing Residential","Issued","1230 N 131ST TER, KANSAS CITY KS 66109",,
"03/17/2020","20390-00312","Plumbing Residential","Issued","1735 N 80TH ST, KANSAS CITY KS 66112",,
"03/17/2020","20390-00311","Plumbing Residential","Expired","6623 WOOD AVE, KANSAS CITY KS 66102",,
"03/17/2020","20385-00194","Mechanical Residential","Issued","2536 N 109TH TER, KANSAS CITY KS 66109",,
"03/17/2020","20385-00193","Mechanical Residential","Issued","2725 N 74TH ST, KANSAS CITY KS 66109",,
"03/17/2020","20385-00192","Mechanical Commercial","Expired","801 MINNESOTA AVE, KANSAS CITY KS 66101",,
"03/17/2020","20385-00191","Mechanical Residential","Expired","3914 WOODEND AVE, KANSAS CITY KS 66106",,
"03/17/2020","20385-00190","Mechanical Residential","Expired","1820 N 92ND TER, KANSAS CITY KS 66112",,
"03/17/2020","20381-00127","Gas Residential","Issued","234 S MILL ST, KANSAS CITY KS 66101",,
"03/17/2020","20381-00126","Gas Residential","Issued","5010 LOCUST AVE, KANSAS CITY KS 66106",,
"03/17/2020","20380-00299","Electrical Residential","Completed","6301 STATE AVE, LOT 142, KANSAS CITY KS 66102",,
"03/17/2020","20380-00298","Electrical Commercial","Expired","6721 GRIFFIN RD, KANSAS CITY KS 66111",,
"03/17/2020","20380-00297","Electrical Residential","Issued","6330 CERNECH RD, KANSAS CITY KS 66104",,
"03/17/2020","20380-00296","Electrical Residential","Issued","4029 RUBY AVE, KANSAS CITY KS 66106",,
"03/17/2020","20380-00295","Electrical Residential","Expired","810 TAUROMEE AVE, KANSAS CITY KS 66101",,
"03/17/2020","20380-00294","Electrical Residential","Expired","2500 N 119TH ST, KANSAS CITY KS 66104",,
"03/17/2020","20367-00098","Safe to Restore Electric","Request Received","325 N 14TH ST, KANSAS CITY KS 66102",,
"03/17/2020","20350-00055","Building/Contractor License/NA/NA","Active","209 RICHARDSON, KANSAS CITY KS",,
"03/17/2020","20350-00054","Building/Contractor License/NA/NA","Active","16001 W 99 ST, LENEXA KS",,
"03/17/2020","20300-00255","Residential Misc Improvements-Repair","Issued","4029 RUBY AVE, KANSAS CITY KS 66106",,
"03/17/2020","20300-00254","Residential New Single Family","Expired","12750 POLFER RD, KANSAS CITY KS 66109",,
"03/17/2020","20300-00253","Residential Misc Improvements-Repair","Expired","6209 YECKER AVE, KANSAS CITY KS 66104",,
"03/16/2020","20390-00310","Plumbing Residential","Issued","3815 N 99TH ST, KANSAS CITY KS 66109",,
"03/16/2020","20390-00309","Plumbing Residential","Completed","2613 N 30TH ST, KANSAS CITY KS 66104",,
"03/16/2020","20390-00307","Plumbing Residential","Issued","2438 N 38TH ST, KANSAS CITY KS 66104",,
"03/16/2020","20390-00306","Plumbing Residential","Issued","2436 N 38TH ST, KANSAS CITY KS 66104",,
"03/16/2020","20390-00305","Plumbing Residential","Expired","3169 CLEVELAND AVE, KANSAS CITY KS 66104",,
"03/16/2020","20385-00189","Mechanical Residential","Expired","3169 CLEVELAND AVE, KANSAS CITY KS 66104",,
"03/16/2020","20381-00125","Gas Residential","Completed","5403 N 101ST TER, KANSAS CITY KS 66109",,
"03/16/2020","20380-00293","Electrical Residential","Expired","3169 CLEVELAND AVE, KANSAS CITY KS 66104",,
"03/16/2020","20380-00292","Electrical Residential","Inspections Completed","2711 N 91ST ST, KANSAS CITY KS 66109",,
"03/16/2020","20367-00097","Safe to Restore Electric","Completed","207 QUINDARO BLVD, KANSAS CITY KS 66101",,
"03/16/2020","20367-00096","Safe to Restore Electric","Completed","3713 WOOD AVE, KANSAS CITY KS 66102",,
"03/16/2020","20325-00046","Building Business Occupancy Commercial","Expired","1015 CENTRAL AVE, KANSAS CITY KS 66102",,
"03/16/2020","20300-00252","Residential New Single Family","Expired","2767 N 112TH ST, KANSAS CITY KS 66109",,
"03/16/2020","20300-00251","Residential Misc Improvements-Repair","Issued","2066 N HALLOCK ST, KANSAS CITY KS 66101",,
"03/16/2020","20300-00250","Residential Misc Improvements-Repair","Expired","1522 VALLEY RD, KANSAS CITY KS 66102",,
"03/16/2020","20300-00249","Residential Misc Improvements-Repair","Expired","1840 N 26TH ST, KANSAS CITY KS 66104",,
"03/16/2020","20300-00248","Residential Misc Improvements-Repair","Issued","2310 N 9TH ST, KANSAS CITY KS 66101",,
"03/16/2020","20300-00246","Residential Misc Improvements-Repair","Issued","3400 DELAVAN AVE, KANSAS CITY KS 66104",,
"03/16/2020","20300-00244","Residential Misc Improvements-Repair","Completed","536 S 71ST ST, KANSAS CITY KS 66111",,
"03/16/2020","20300-00243","Residential Misc Improvements-Repair","Expired","4315 FREEMAN AVE, KANSAS CITY KS 66102",,
"03/16/2020","20300-00242","Residential Misc Improvements-Repair","Issued","3056 N 31ST ST, KANSAS CITY KS 66104",,
"03/13/2020","20390-00304","Plumbing Residential","Issued","4024 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/13/2020","20390-00303","Plumbing Commercial","Expired","815 N 6TH ST, KANSAS CITY KS 66101",,
"03/13/2020","20390-00302","Plumbing Residential","Issued","13245 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"03/13/2020","20390-00301","Plumbing Residential","Completed","39 SUMMITCREST DR, KANSAS CITY KS 66101",,
"03/13/2020","20385-00188","Mechanical Residential","Expired","2112 N 12TH ST, KANSAS CITY KS 66104",,
"03/13/2020","20385-00187","Mechanical Commercial","Expired","815 N 6TH ST, KANSAS CITY KS 66101",,
"03/13/2020","20385-00186","Mechanical Residential","Expired","325 N 15TH ST, KANSAS CITY KS 66102",,
"03/13/2020","20381-00124","Gas Residential","Completed","6301 STATE, LOT 112, KANSAS CITY KS",,
"03/13/2020","20381-00123","Gas Residential","Completed","6301 STATE AVE, LOT 104, KANSAS CITY KS 66102",,
"03/13/2020","20381-00122","Gas Residential","Completed","6301 STATE AVE, LOT 103, KANSAS CITY KS 66102",,
"03/13/2020","20381-00121","Gas Residential","Issued","6301 STATE AVE, LOT 116, KANSAS CITY KS 66102",,
"03/13/2020","20380-00291","Electrical Residential","Completed","6301 STATE AVE, LOT 112, KANSAS CITY 66102",,
"03/13/2020","20380-00290","Electrical Residential","Completed","6301 STATE AVE, LOT 104, KANSAS CITY KS 66102",,
"03/13/2020","20380-00289","Electrical Residential","Completed","6301 STATE AVE, LOT 103, KANSAS CITY KS 66102",,
"03/13/2020","20380-00288","Electrical Residential","Completed","6301 STATE AVE, LOT 116, KANSAS CITY KS 66102",,
"03/13/2020","20380-00287","Electrical Commercial","Expired","400 N 10TH ST, KANSAS CITY KS 66102",,
"03/13/2020","20380-00286","Electrical Residential","Completed","2318 N 12TH ST, KANSAS CITY KS 66104",,
"03/13/2020","20380-00285","Electrical Residential","Issued","5112 SEWELL AVE, KANSAS CITY KS 66104",,
"03/13/2020","20375-00017","Demolition UG Residential","Submitted for Lien","3443 N 27TH ST, KANSAS CITY KS 66104",,
"03/13/2020","20367-00095","Safe to Restore Electric",,"3075 N 31ST ST, KANSAS CITY KS 66104",,
"03/13/2020","20325-00045","Building Business Occupancy Commercial",,"7557 STATE AVE, KANSAS CITY KS 66112",,
"03/13/2020","20300-00241","Residential Misc Improvements-Repair","Expired","3907 WASHINGTON AVE, KANSAS CITY KS 66102",,
"03/13/2020","20300-00240","Residential Misc Improvements-Repair","Expired","5315 NEVA DR, KANSAS CITY KS 66104",,
"03/13/2020","20300-00239","DRC Occupancy Conversion","Expired","901 OHIO AVE, KANSAS CITY KS 66101","901 OHIO MULTI FAMILY",
"03/13/2020","20300-00238","Residential Misc Improvements-Repair","Issued","1937 N 83RD ST, KANSAS CITY 66112",,
"03/13/2020","20300-00237","Residential Misc Improvements-Repair","Issued","3075 N 31ST ST, KANSAS CITY KS 66104",,
"03/13/2020","20300-00236","Residential Misc Improvements-Repair","Issued","8749 LEAVENWORTH RD, KANSAS CITY KS 66109",,
"03/13/2020","20300-00235","Residential Misc Improvements-Repair","Issued","3111 N 55TH TER, KANSAS CITY KS 66104",,
"03/13/2020","20300-00234","Residential Misc Improvements-Repair","Issued","4600 N 121ST TER, KANSAS CITY KS 66109",,
"03/12/2020","20390-00300","Plumbing Residential","Expired","3129 N 43RD ST, KANSAS CITY KS 66104",,
"03/12/2020","20390-00299","Plumbing Residential","Completed","1817 N 78TH ST, KANSAS CITY KS 66112",,
"03/12/2020","20390-00298","Plumbing Residential","Completed","1815 N 78TH ST, KANSAS CITY KS 66112",,
"03/12/2020","20390-00297","Plumbing Commercial","Issued","909 N 72ND ST, KANSAS CITY KS 66112",,
"03/12/2020","20390-00296","Plumbing Residential","Issued","8634 PARALLEL PKWY, KANSAS CITY KS 66112",,
"03/12/2020","20385-00185","Mechanical Residential","CO Not Required","1815 N 78TH ST, KANSAS CITY KS 66112",,
"03/12/2020","20385-00184","Mechanical Residential","Completed","1817 N 78TH ST, KANSAS CITY KS 66112",,
"03/12/2020","20385-00183","Mechanical Residential","Issued","8209 TROUP AVE, KANSAS CITY KS 66112",,
"03/12/2020","20385-00182","Mechanical Residential","Expired","2014 CENTRAL AVE, KANSAS CITY KS 66102",,
"03/12/2020","20381-00120","Gas Residential","Issued","2436 N 38TH ST, KANSAS CITY KS 66104",,
"03/12/2020","20381-00119","Gas Residential","Issued","2438 N 38TH ST, KANSAS CITY KS 66104",,
"03/12/2020","20381-00118","Gas Commercial","Expired","1306 MINNESOTA AVE, KANSAS CITY KS 66102",,
"03/12/2020","20381-00117","Gas Residential","Issued","1950 KEY LN, KANSAS CITY KS 66106",,
"03/12/2020","20380-00284","Electrical Residential","Completed","3312 FARROW AVE, KANSAS CITY KS 66104",,
"03/12/2020","20380-00283","Electrical Commercial","Issued","450 S 55TH ST, KANSAS CITY KS 66106",,
"03/12/2020","20380-00282","Electrical Residential","Completed","2325 S 26TH ST, KANSAS CITY KS 66106",,
"03/12/2020","20380-00281","Electrical Residential","Expired","2618 GEORGIA AVE, KANSAS CITY KS 66104",,
"03/12/2020","20380-00280","Electrical Residential","Expired","2818 S 48TH ST, KANSAS CITY KS 66106",,
"03/12/2020","20380-00279","Electrical Residential","Expired","1012 CLEVELAND AVE, KANSAS CITY KS 66104",,
"03/12/2020","20380-00278","Electrical Residential","Completed","5209 WEBSTER AVE, KANSAS CITY KS 66104",,
"03/12/2020","20380-00277","Electrical Residential","Expired","1229 RIDGE AVE, KANSAS CITY KS 66102",,
"03/12/2020","20380-00276","Electrical Residential","Expired","3622 N 113TH ST, KANSAS CITY KS 66109",,
"03/12/2020","20375-00016","Demolition UG Commercial","Submitted for Lien","1801 STATE AVE, KANSAS CITY 66102",,
"03/12/2020","20367-00094","Safe to Restore Electric","Completed","601 MINNESOTA AVE, KANSAS CITY KS 66101",,
"03/12/2020","20367-00093","Safe to Restore Electric",,"3129 N 43RD ST, KANSAS CITY KS 66104",,
"03/12/2020","20367-00092","Safe to Restore Electric","Expired","3069 N 31ST ST, KANSAS CITY KS 66104",,
"03/12/2020","20325-00044","Building Business Occupancy Commercial",,"3136 STATE AVE, KANSAS CITY KS 66102",,
"03/12/2020","20300-00233","Residential Addition-Enlarge Footprint","Completed","523 WESTVALE RD, KANSAS CITY KS 66102",,
"03/12/2020","20300-00232","Residential Misc Improvements-Repair","Closed","1831 N 57TH ST, KANSAS CITY KS 66102",,
"03/12/2020","20300-00231","Residential Misc Improvements-Repair","Expired","3129 N 43RD ST, KANSAS CITY 66104",,
"03/12/2020","20300-00230","Residential Misc Improvements-Repair","Expired","2300 N 35TH ST, KANSAS CITY KS 66104",,
"03/12/2020","20300-00229","Residential Misc Improvements-Repair","Expired","3622 N 113TH ST, KANSAS CITY KS 66109",,
"03/12/2020","20300-00228","DRC Occupancy Conversion","Expired","601 CENTRAL AVE, KANSAS CITY 66101","STRAWBERRY HILL BREWING CO",
"03/11/2020","20390-00295","Plumbing Residential","Expired","1729 N 51ST TER, KANSAS CITY KS 66102",,
"03/11/2020","20390-00294","Plumbing Residential","Expired","1727 N 51ST TER, KANSAS CITY KS 66102",,
"03/11/2020","20390-00293","Plumbing Commercial","Issued","300 S 3RD ST, KANSAS CITY KS 66118",,
"03/11/2020","20390-00292","Plumbing Residential","Issued","6330 CERNECH RD, KANSAS CITY KS 66104",,
"03/11/2020","20390-00291","Plumbing Residential","Completed","113 S 18TH ST, KANSAS CITY KS 66102",,
"03/11/2020","20390-00290","Plumbing Residential","Expired","325 N 15TH ST, KANSAS CITY KS 66102",,
"03/11/2020","20390-00289","Plumbing Residential","Issued","2724 N 45TH ST, KANSAS CITY KS 66104",,
"03/11/2020","20390-00287","Plumbing Residential","Completed","8000 OAKLAND AVE, KANSAS CITY KS 66112",,
"03/11/2020","20385-00181","Mechanical Residential","Expired","1509 W 39TH AVE, KANSAS CITY KS 66103",,
"03/11/2020","20381-00116","Gas Commercial","Expired","520 S 55TH ST, KANSAS CITY KS 66106",,
"03/11/2020","20381-00115","Gas Residential","Issued","6500 KANSAS AVE, LOT 142, KANSAS CITY KS 66111",,
"03/11/2020","20381-00114","Gas Residential","Issued","6500 KANSAS AVE, LOT 128, KANSAS CITY KS 66111",,
"03/11/2020","20381-00113","Gas Residential","Issued","6500 KANSAS AVE, LOT 113, KANSAS CITY KS 66111",,
"03/11/2020","20381-00112","Gas Residential","Issued","6500 KANSAS AVE, LOT 83, KANSAS CITY KS 66111",,
"03/11/2020","20381-00111","Gas Residential","Completed","3027 N 48TH ST, KANSAS CITY KS 66104",,
"03/11/2020","20381-00110","Gas Residential","Completed","3025 N 48TH ST, KANSAS CITY KS 66104",,
"03/11/2020","20381-00109","Gas Residential","Issued","6500 KANSAS AVE, LOT 51, KANSAS CITY KS 66111",,
"03/11/2020","20381-00108","Gas Residential","Issued","6500 KANSAS AVE, LOT 82, KANSAS CITY KS 66111",,
"03/11/2020","20380-00275","Electrical Commercial","Completed","520 S 55TH ST, KANSAS CITY KS 66106",,
"03/11/2020","20380-00274","Electrical Residential","Issued","6500 KANSAS AVE, LOT 142, KANSAS CITY KS 66111",,
"03/11/2020","20380-00273","Electrical Residential","Issued","6500 KANSAS AVE, LOT 128, KANSAS CITY KS 66111",,
"03/11/2020","20380-00272","Electrical Residential","Issued","7134 EDITH AVE, KANSAS CITY KS 66109",,
"03/11/2020","20380-00271","Electrical Residential","Issued","1958 N 45TH ST, KANSAS CITY KS 66102",,
"03/11/2020","20380-00270","Electrical Residential","Issued","6500 KANSAS AVE, LOT 113, KANSAS CITY KS 66111",,
"03/11/2020","20380-00269","Electrical Residential","Issued","6500 KANSAS AVE, LOT 83, KANSAS CITY KS 66111",,
"03/11/2020","20380-00268","Electrical Residential","Issued","6500 KANSAS AVE, LOT 82, KANSAS CITY KS 66111",,
"03/11/2020","20380-00267","Electrical Residential","Issued","6500 KANSAS AVE, LOT 51, KANSAS CITY KS 66111",,
"03/11/2020","20380-00266","Electrical Residential","Completed","8000 OAKLAND AVE, KANSAS CITY KS 66112",,
"03/11/2020","20367-00091","Safe to Restore Electric",,"5518 SWARTZ RD, KANSAS CITY KS 66106",,
"03/11/2020","20367-00090","Safe to Restore Electric","Request Received","4029 RUBY AVE, KANSAS CITY KS 66106",,
"03/11/2020","20367-00089","Safe to Restore Electric","Completed","2928 N BETHANY ST, KANSAS CITY KS 66104",,
"03/11/2020","20350-00053","Building/Contractor License/NA/NA","Active","1419 E 19 ST, KANSAS CITY MO",,
"03/11/2020","20350-00052","Building/Contractor License/NA/NA","Active","1419 E 19 ST, KANSAS CITY MO",,
"03/11/2020","20350-00051","Building/Contractor License/NA/NA","Active","1419 E 19 ST, KANSAS CITY MO",,
"03/11/2020","20350-00050","Building/Contractor License/NA/NA","Active","1419 E 19 ST, KANSAS CITY MO",,
"03/11/2020","20350-00049","Building/Contractor License/NA/NA","Active","1419 E 19 ST, KANSAS CITY MO",,
"03/10/2020","20385-00179","Mechanical Commercial","Expired","8929 PARALLEL PKWY, KANSAS CITY KS 66112",,
"03/10/2020","20381-00107","Gas Residential","Issued","7219 MONTANA AVE, KANSAS CITY KS 66111",,
"03/10/2020","20381-00106","Gas Residential","Issued","325 N 14TH ST, KANSAS CITY KS 66102",,
"03/10/2020","20380-00265","Electrical Residential","Issued","1223 S 37TH ST, KANSAS CITY KS 66106",,
"03/10/2020","20380-00264","Electrical Residential","Issued","7034 REDWOOD DR, KANSAS CITY KS 66112",,
